지 역,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01
전국,251459,250134,249292,248895,248952,249460,249330,248705,248058,248189,249144,249657,250066,252332,253063,253977,254180,254179,254207,254273,254646,255658,256639,257252,257685,256960,257770,258966,260724,262134,263642,274990,276080,277359,278709,279746,280443,280494,280335,280234,280278,280468,280692,281061,281537,281340,282377,283165,283287,283255,283334,283908,284256,284784,286026,286673,287768,287993,288461,289072,313552,315961,318503,319757,320248,320271,320157,320135,320944,323915,325205,325441,325014,349426,348312,347165,345809,344891,344322,344195,344332,344798,346156,348031,351787,366793,368783,372016,373252,373608,375821,380260,383529,386235
서울,499900,496180,494168,493675,494492,495511,493908,490682,488116,488428,490519,490840,490524,490995,492451,494338,494478,494042,493673,493652,494256,496425,498452,499009,498927,500454,502150,504979,508683,512004,515481,537536,540479,543833,547153,549204,551299,551346,550462,550313,550936,552227,553603,555720,558017,554800,559311,562096,562278,562025,562529,565946,567740,570287,576774,579325,582818,582609,584459,587516,659905,673522,686220,691838,693673,694435,694739,695931,702383,716453,720347,719724,717749,810129,806027,802157,799211,797617,797214,798302,799721,801480,807121,813573,827228,877128,877185,876857,873791,870742,871897,881834,886216,888511
경기,263679,262280,261285,261065,261526,261571,260887,260116,260103,261088,261539,262059,264497,265342,266580,266507,266261,266134,266125,266520,267930,269061,269815,270360,270250,271274,272571,274623,276293,277964,287534,288662,289937,291476,292610,293223,293358,293362,293291,293230,293308,293569,293846,294234,296573,297113,297698,297830,297826,297817,297890,298147,298483,298993,299812,301247,302000,302598,303176,320920,321896,323802,325231,326362,326840,327185,327297,327732,330735,333158,334458,334469,355541,354658,353599,351599,350168,349317,349249,349695,350665,352063,354143,357767,378093,383242,391027,395275,397329,400898,406661,411193,415139,418927
인천,202523,200792,199521,198613,198803,198975,198906,198652,198262,198428,199825,200720,201236,208264,208972,210232,210733,211004,211121,211299,211647,212331,213001,213614,213870,214626,215182,216256,217981,219230,220569,229480,230134,230948,231698,232615,233204,233304,233258,233324,233453,233573,233891,234244,234693,237977,238410,238868,239023,238988,239143,239215,239343,239510,239925,240175,241043,241722,242268,242772,259746,259720,259991,260130,260092,259964,259834,259501,258676,258424,258735,259280,259838,271507,271187,271290,271245,271141,271150,271014,270529,271206,271693,272516,274008,292262,294635,305255,311097,314314,318708,321070,322046,322873
부산,212792,212029,211543,211226,211163,211226,211071,210624,210403,210323,210578,210837,211065,212841,213118,213302,213504,213682,213954,214303,214584,215037,215522,216050,216612,217114,217596,218433,219658,220524,221693,237179,237797,238702,240069,241606,242432,242576,242746,242939,243310,243621,244143,244817,245917,248018,250068,252401,253673,254377,254931,255306,256009,256994,257901,258554,259110,259166,259093,258951,295127,294662,294103,293482,292654,291929,290841,289957,288613,287686,286998,286000,284824,286979,286234,285387,284237,283320,282316,281421,280739,280051,279576,280010,282744,293320,293719,293869,293628,293705,294232,297860,301641,305813
대구,178616,179567,179950,180251,181879,183502,185337,187904,189282,190285,191806,193837,196511,200266,201950,203194,204525,205357,205856,206427,207244,208527,209836,211531,213401,214446,215765,217405,220122,222296,224775,257462,259247,261865,263877,265353,265380,264852,264237,263436,262650,262163,261227,260604,259862,258584,258343,258169,257830,257563,257264,257031,256755,256345,256288,256434,258509,259930,260826,261883,274786,276089,277122,278348,280192,281747,282575,283339,284127,285505,287900,290186,291985,301010,301172,301207,300930,300711,300462,300077,299664,299625,299953,300520,301426,311440,312203,312176,311639,311506,312112,313048,315333,318697
광주,140320,140341,140478,140606,140911,141099,141152,141124,141050,141024,141146,141344,141364,143063,143409,143641,143931,143991,144113,144333,144520,144800,145160,145486,145894,145904,146458,147435,149585,150687,152035,182302,182997,183032,183798,184723,185214,185191,185290,185282,185437,185403,185316,185072,184975,184977,185073,185186,185266,185411,185446,185451,185552,185677,185581,185801,185991,186223,186538,186751,198645,199020,199622,200240,200836,201405,201933,202783,203841,206391,208422,209286,210101,233935,234084,234174,234028,233594,233014,232514,232172,231987,231955,232058,232098,234795,234962,235014,234976,234781,234692,234753,234590,234530
대전,197903,197958,197748,197880,198459,198701,198755,198131,197619,197420,197869,198306,198757,203909,203733,203513,203237,202936,202692,202531,202520,202798,203133,203287,203253,203857,203870,203998,204104,204146,204166,206456,206415,206150,206354,206581,206395,206179,206030,206044,206017,206022,205974,206056,206194,210577,210740,211026,211281,211495,211708,211858,211931,211935,211875,211997,212794,213261,213782,214581,215472,216018,216719,217117,217367,217422,217556,217711,218187,218646,221082,223846,226001,241945,242256,242391,242538,243448,244651,245739,248456,251975,256712,261965,266658,283351,288119,294267,297965,299216,308667,312194,315099,320793
울산,199271,199022,198705,198385,198515,198617,198945,199234,198991,198915,199270,199693,199746,202489,202797,203181,203611,204156,205045,205818,206532,207242,207817,208287,208807,209738,210239,210742,211603,212361,213306,225099,225679,226642,227693,228654,229474,230060,230666,231017,231294,231628,231604,231207,230955,232098,232524,232567,232449,232153,231965,231888,231639,231328,230895,230503,230004,229708,229313,228421,244330,243398,242557,241905,240742,238710,236946,234876,232433,230873,228787,226564,224176,228610,227430,226303,224992,224167,223433,223024,222781,222605,223171,224383,226046,232432,234163,235633,236337,236837,238281,240574,243182,247128
세종,143257,144635,146230,147811,148986,150351,150892,150284,149622,149986,151146,151492,151816,173256,173052,173077,172592,171747,171043,170043,169208,168476,169123,169100,169086,176808,177018,176924,177020,176909,177123,206891,206895,207029,207325,207340,207214,207337,207611,207760,207846,208044,208092,208316,208669,230415,230749,231431,231809,231911,231671,231534,232256,234788,241624,244114,245682,245657,245630,245631,285988,286645,287068,288000,288998,289896,290533,291527,291794,291271,291107,291771,292105,338627,338226,336720,334075,333160,331009,329262,328364,328136,328057,328163,331777,373034,382547,405333,414208,415734,426547,455479,501789,523888
강원,117413,117293,116944,116569,116347,116391,116033,115725,115597,115567,115925,116297,116672,117230,117196,117087,116896,116831,116701,116594,116511,116546,116713,116955,117198,117552,117721,117905,118267,118562,118846,126367,126561,126938,127371,127906,128116,128223,128325,128498,128671,128887,129117,129293,129467,128371,128829,129271,129585,129819,130001,130301,130765,131201,131437,131654,131823,132121,132398,132609,146059,145790,145655,145623,145207,144606,143786,143025,142187,141530,140684,139777,138720,147338,146861,146174,145569,144617,143758,142902,141925,140903,140380,140102,139583,141939,141897,142162,142106,141913,142279,143119,143807,144491
충북,135084,134885,134891,134842,135231,135318,135413,135454,135393,135502,135638,135897,136281,137584,137796,138117,138328,138534,138775,140193,140409,140948,141663,142401,142973,143180,143579,144202,144945,145132,145358,151306,151503,151676,151728,151530,151351,151203,151072,150758,150420,150212,149851,149444,149062,151761,151543,151438,151288,151097,150958,150782,150535,150263,149951,149654,149355,149026,148833,148638,151836,151299,150766,150449,149793,148893,148114,147467,146731,146067,145097,144267,143478,149741,149069,148306,147264,146304,145248,144520,143863,143351,142721,142502,142508,146888,147137,147539,147860,148547,154150,155730,156354,156588
충남,141076,141586,141735,141982,142292,142828,143137,143399,143512,143771,144489,145628,146478,151027,151508,152188,152941,153357,153914,154410,154612,154684,155412,155839,156167,156258,156444,156683,157111,157314,157354,156226,156296,156305,156218,156241,155973,155668,155234,154806,154289,153797,153354,152827,152266,151452,151118,150584,150304,150016,149534,149240,148620,148254,147769,147566,147170,146948,146788,146434,146867,146626,146224,145862,145382,144866,144424,143900,143314,143055,142595,142290,141876,165971,165567,165007,164515,164140,163870,163696,163616,163495,163702,164139,164667,166483,167143,167491,167768,167973,168627,171998,174913,177257
전북,135665,134670,134524,134280,134208,134081,133748,133380,133137,132910,132929,133074,133199,133391,133293,133400,133280,133138,133027,132782,132653,132685,132740,132748,132555,132554,132570,132676,132739,132700,132665,134170,134470,134773,134924,135125,135316,135289,135221,135139,135160,135117,135039,135044,134994,134947,134900,134955,135068,135103,135229,135349,135519,135683,135849,136000,136238,136396,136614,136772,146397,146281,146195,146072,145938,145563,145165,144834,144638,144658,144622,144595,144485,146688,146460,145991,145311,144823,144337,143819,143277,142574,142207,141796,141631,144495,144712,145098,145441,145706,146170,147300,147922,148707
전남,112025,111989,111660,111410,111110,110910,110690,110324,110041,109789,109783,109681,109497,110276,110168,109972,109995,109898,109641,109388,109197,109213,109145,109155,109014,109461,109212,109243,109383,109410,109630,113936,114138,114346,114579,115022,115220,115451,115636,115748,115890,116170,116233,116394,116588,117935,118170,118425,118695,118919,119019,119227,119451,119757,119986,120223,120805,121077,121379,121690,140506,140878,141409,141635,141818,141702,141774,141897,142019,142205,142531,142875,143090,155863,155933,155960,156009,155977,155916,155839,155927,155921,156004,156037,156028,157783,157887,157985,157976,157982,158385,158896,159525,159936
경북,114554,115342,115891,116625,117393,118404,119262,120750,121328,122002,123069,123911,124904,126871,127927,128651,129322,129820,130198,130504,130834,131246,131878,132494,133241,134873,135350,136004,136663,137126,137824,147605,148155,148910,149265,149388,149172,148961,148693,148202,147617,146925,146151,145427,144698,144921,144550,144063,143461,143114,142701,142284,141692,141233,140889,140416,139939,139509,138890,138298,141061,140438,140024,139629,139100,138530,138038,137580,136738,135977,135312,134728,133977,142143,141501,140897,140003,139288,138684,138180,137594,137106,136803,136520,136277,138694,138599,138515,138384,138306,138523,139389,140410,141135
경남,177915,177287,176901,176842,177225,177571,177742,177686,177535,177585,177900,178147,178346,178656,178867,179230,179415,179780,180119,180518,180985,181486,182253,182843,183480,183705,184057,184395,184876,185254,185664,193362,193532,193949,194199,194446,194709,194632,194549,194381,194275,194073,193782,193425,193120,193817,193450,193044,192565,192256,192075,191934,191478,190970,190347,189491,188328,187416,186399,184893,185395,184346,183493,182661,181681,179983,178658,177260,175387,173864,172541,171467,170188,180001,179248,178528,177654,176755,175851,174723,173687,172776,172168,172050,172654,175444,176087,176599,176833,176734,177332,179220,180272,180955
제주,143091,142668,142509,142437,142630,142617,142653,142595,142201,141897,141749,141711,141785,149126,149604,149259,149164,149321,148987,149065,149436,149989,150737,151257,153316,162603,163848,165019,166475,168042,169261,210933,213076,215442,217540,221428,228357,233898,238335,240057,240528,240446,240366,240466,240493,245516,246212,247931,249520,250536,250836,250887,250818,250439,249997,250272,251012,251047,251008,250997,298038,296765,296579,296789,295702,295115,294989,294256,292550,291765,291383,290999,290736,299618,299371,299115,298720,298566,298832,297994,297184,295973,294944,293958,293074,287394,286937,286456,285805,284935,284557,284294,284113,283991
서울 강북지역,387452,385618,383934,382573,381237,381029,380325,378797,376683,375954,376964,377256,377406,379616,380414,381523,381927,381727,381451,381195,381154,381918,382963,383563,383895,382644,383423,384840,386722,388210,389958,400498,402532,404994,407664,410074,411377,411597,411811,411877,412123,412538,413229,414115,415260,416658,418503,420373,421143,421420,421504,421866,423336,424894,427676,430030,431864,431976,432692,433923,495826,499764,505766,510345,512411,514258,516310,518747,523574,531666,534976,535854,535332,631013,629346,627519,625925,624851,624186,624516,625416,626779,630124,633544,637388,675350,676819,678287,678617,677858,678430,685811,689877,692167
서울 도심권,664990,663022,662121,659889,653880,652487,651185,647799,643277,641192,639542,638749,638011,636948,634876,633539,632570,631387,630596,630254,630017,630571,631705,632460,632909,629952,630734,632305,634005,635143,636160,658615,659694,661062,662942,664385,665258,665619,665904,666110,666834,667662,669076,671082,673119,675407,678120,680474,681490,682251,682538,684022,685981,688228,692744,696339,700519,701010,702032,703828,843657,853086,870844,881688,886041,889833,893521,899063,912257,924886,929826,930707,929786,1072816,1070072,1067634,1065136,1063994,1062936,1063430,1064677,1066681,1071610,1077688,1084210,1138146,1139670,1140734,1139946,1138092,1138299,1146247,1151761,1155219
서울 종로구,499805,499805,499805,499439,499329,499000,497707,496585,495378,495207,495817,496061,496195,479337,479360,479360,478686,478477,478233,478116,477988,479093,478674,478453,481791,481884,481872,482860,485116,486174,486744,500407,501140,501791,502570,503733,504151,504337,504372,504535,504616,505291,506163,507384,508488,509012,510047,511500,512419,513023,513302,514302,515605,516640,518721,521244,524012,524488,525872,527942,597750,602125,607646,611500,615833,619167,622708,626417,631021,637167,642313,643875,644083,710411,709786,709661,709554,709214,709250,709250,709679,711357,713732,715696,720375,1022319,1023083,1023917,1023250,1021861,1022514,1029542,1033625,1036486
서울 중구,495320,493920,494200,491900,492000,494140,495320,490360,485860,485120,486040,486240,487300,502759,502259,503185,503278,503778,503704,504241,504481,504833,505852,507796,508556,509648,511296,513815,516407,517519,519370,535556,536944,538519,541241,542463,544444,545037,545296,545352,545648,546463,547278,548093,549500,550778,551852,553481,553907,554130,554278,554815,555815,556815,559889,562278,565481,566111,567259,569852,619150,623017,631950,640967,646217,651383,655550,661633,670733,682467,688617,691400,692683,775667,773200,771283,769767,768983,768583,768833,770233,771567,776133,780283,783633,795743,796557,797357,796986,796157,796086,802257,806143,807771
서울 용산구,809970,807000,805182,802303,791091,787545,785000,781576,775833,772379,768621,766955,765000,761439,757818,754864,753258,750879,749530,748667,748152,748606,750364,750879,750121,750030,750652,751939,752955,754136,754879,784439,785485,787015,788864,790530,790985,791288,791682,791985,793182,794076,796015,798955,801682,804015,808227,811303,812667,813773,814136,816303,819015,822379,828576,833212,838439,838864,839682,840955,1065833,1080385,1107821,1122308,1126141,1129295,1132756,1138654,1157410,1172949,1177103,1176615,1173987,1378500,1374816,1371224,1367276,1365632,1363789,1364605,1366066,1368579,1374658,1383368,1392408,1389939,1392207,1393524,1392439,1389780,1389963,1399354,1406439,1411232
서울 동북권,344536,342370,340313,339043,338215,338134,337406,335899,334113,333473,334786,335091,335319,337411,338630,340141,340694,340527,340189,339893,339776,340467,341417,341862,342176,342181,343083,344594,346638,348351,350254,359323,361662,364430,367311,370003,371456,371592,371742,371781,371966,372212,372675,373245,374162,374619,376378,378162,378845,378938,378854,378929,379415,380859,383438,385729,387295,387236,387918,389093,438199,441505,445707,449147,450409,451549,452952,454704,457790,464968,467895,468924,468423,557957,556709,554967,553344,552174,551441,551600,552319,553471,556271,559056,562291,585414,586815,588416,589155,588821,589687,596352,600137,602112
서울 성동구,442231,439910,437679,435372,432756,436141,437218,435987,435026,434000,436603,437385,438128,447987,451410,454603,455808,455628,455679,455013,454910,455346,456115,456269,456500,456859,459051,461846,466397,468962,472013,475731,480141,483500,487987,491474,492910,492987,493295,493487,493923,494385,494923,495128,496244,497641,500218,502526,503321,503218,503038,503167,504346,507500,512744,516962,518897,517038,517641,521192,668542,680771,696188,704458,705333,704094,705063,708469,714073,726677,728958,729604,728615,881926,880096,876809,872383,866149,863011,863255,864926,867574,873383,879979,887713,899118,900431,901725,901549,900892,902245,910716,916402,918667
서울 광진구,636970,630606,626591,621379,620773,613485,609591,606106,602030,601015,601515,601773,600697,600879,602576,604273,603515,603697,603152,602106,601288,602409,604227,606015,607439,608515,610288,612424,615758,619424,621879,630788,636091,641409,645788,651091,654848,654955,655182,654924,654879,654636,655076,655818,656742,658848,662742,666576,668318,668409,668379,668379,668773,672091,677152,681318,685045,685682,688758,692727,751487,765921,778895,788026,791842,794197,793447,793132,794039,803842,806118,807961,806987,902974,900342,898237,896553,896079,895737,896184,897658,899434,906013,910118,916039,1014402,1014671,1014598,1013671,1012195,1013329,1021037,1025866,1029256
서울 동대문구,359846,356423,354590,353679,351667,352308,351782,349949,348474,347718,349321,349936,350346,349817,351720,352878,353293,353146,352646,352268,352256,352902,353622,354280,354305,354500,355402,357622,359585,361500,364183,371049,374024,378963,384256,387427,389732,389744,389927,390098,390634,390976,391622,392305,393220,394049,396280,397841,398341,398415,398354,398476,399720,401610,404049,405317,406463,407024,407439,408244,446050,447890,450530,452840,455030,456880,459840,463030,468770,476320,480480,481590,480280,593904,592319,588819,586734,585628,584479,584181,585085,586223,589319,592564,596926,652774,654802,656208,656472,655708,657179,665679,669858,673406
